Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
21280047,Vanished Kingdoms: The History of Half-Forgotten Europe,David Hebditch,"Hebditch, David",Ken Connor,,,0,3.78,W. W. Norton  Company,Kindle Edition,224,2008,2005,,7/17/2016,to-read,to-read (#1288),to-read,"This is a fun little horror book you can read during a rainy afternoon, somewhere in the middle between The Thing and [b:Parasite Eve|624023|Parasite Eve|Hideaki Sena|https://d.gr-assets.com/books/1320402834s/624023.jpg|610384], but with neither Snake Plissken nor one ridiculously detailed kidney transplant operation. <br/><br/>A bunch of mostly unlikeable drug smugglers leave their sinking boat onto a possibly deserted oil rig, find out it's a secret ""abandoned"" research station, there's a monster, it does its monster thing and replaces people, you know how it goes.<br/><br/>The good thing is that the author(s?) mercilessly cut stuff until the pacing was nearly perfect - I have a few similar ""pulpy"" horror novels and they <i>all</i> have weird pacing issues where the author just goes off on a tangent and no-one bothered to cut (examle: the wonderfully titled and covered <a href=""http://www.amazon.com/Maggots-EDWARD-JARVIS/dp/0099464802/ref=sr_1_11?s=books&ie=UTF8&qid=1464094243&sr=1-11"">MAGGOTS</a> spends about ten percent of the book on the main character, a teacher, beating up a bully schoolchild with his karate skills). There is very little filler here.<br/><br/>And how often do you find a pulpy horror novel that is clearly influenced by [b:The Selfish Gene|61535|The Selfish Gene|Richard Dawkins|https://d.gr-assets.com/books/1366758096s/61535.jpg|1746717] and cites it twice?<br/><br/>Via <a href=""https://www.goodreads.com/review/show/1637673545"">Jack Tripper</a>",,,0,,,0,,,,,
25387919,My Search for Ramanujan: How I Learned to Count,Katherine Zoepf,"Zoepf, Katherine",,1594203881,9.78159E+12,0,3.87,W. W. Norton  Company,Hardcover,258,2016,2016,,7/17/2016,to-read,to-read (#1287),to-read,,,,0,,,0,,,,,
29638057,Jahrestage,Stefan Mekiffer,"Mekiffer, Stefan",,,,0,4,New York Review of Books,Kindle Edition,304,2016,,,7/9/2016,to-read,to-read (#981),to-read,,,,0,,,0,,,,,
2173600,What a Plant Knows: A Field Guide to the Senses,Urmuz,"Urmuz, Urmuz","Miron Grindea, Carola Grindea",190056534X,9.7819E+12,4,4.02,Penguin Books Ltd,Paperback,48,2007,1983,7/5/2016,6/24/2016,"short-stories, america","short-stories (#29), america (#51)",read,,,,1,,,0,,,,,
29526304,Memoirs of an Aesthete,Roberta Michnick Golinkoff,"Golinkoff, Roberta Michnick",Kathy Hirsh-Pasek,1433822393,9.78143E+12,0,3.74,"Oxford University Press, USA",Paperback,314,2016,2016,,7/5/2016,"america, corporate-satire","america (#50), corporate-satire (#1)",to-read,"Good resource for students who soon will start with writing scientific papers - it covers questions like how are papers usually structured? How are introduction/methods/discussion themselves structured?  What are common problems with each part? How should you handle the peer review process and rebuttals?<br/><br/>I'd use parts (exercises!) for a course on teaching scientific writing and some contained tips (focus on the story you want to tell, cut all results that don't support the story) or checklists are very useful (6 things a discussion should contain etc.), but personally some parts came ""too late"" for me, I'm too far into this game to need to read about basic paper structures...<br/><br/>Recommended for: Undergrads/Postgrad students, early PhD students  ",,,0,,,0,,,,,
217381,Robustness and Evolvability in Living Systems,Christian Kracht,"Kracht, Christian",,3423129824,9.78342E+12,3,3.6,C. Bertelsmann Verlag,Paperback,160,2002,1995,7/4/2016,9/16/2013,"america, short-stories","america (#49), short-stories (#28)",read,,,,1,,,0,,,,,
17986418,Grunt: The Curious Science of Humans at War,Charles Wheelan,"Wheelan, Charles",,039334777X,9.78039E+12,4,3.92,Vintage Contemporaries / Vintage Books,Paperback,282,2014,2012,7/2/2016,5/16/2016,to-read,to-read (#1286),read,"<blockquote><br/>OSWALD: What dost thou know me for?<br/><br/>KENT: A knave, a rascal, an eater of broken meats, a base,<br/>proud, shallow, beggarly, three-suited, hundred-pound,<br/>filthy, worsted-stocking knave, a lily-livered, action-taking,<br/>whoreson, glass-gazing, super-serviceable finical rogue:<br/>one-trunk-inheriting slave: one that wouldst be a bawd in<br/>way of good service, and art nothing but the composition of<br/>a knave, beggar, coward, pander, and the son and heir of a<br/>mongrel bitch: one whom I will beat into clamorous <br/>whining if thou deny'st the least syllable of thy addition.<br/></blockquote><br/><br/><i>nice</i>",,,1,,,0,,,,,
900892,When Breath Becomes Air,Burton G. Malkiel,"Malkiel, Burton G.",,393325350,9.78039E+12,0,4.09,St. Martin's Press,Paperback,464,2004,1973,,6/30/2016,to-read,to-read (#1285),to-read,"Took me this long to pick up Shakespeare in English - in high school English back in Germany we did MacBeth to death and back, but after that, nothing, too many books, too little time.<br/><br/>Anyway, these Royal Shakespeare Company editions are great: an overnumerousness (thanks Moss!) of annotations aimed at ""normals"", with lots of surrounding information, standard interpretations scene by scene, introduction setting the scenario, and a few essays on Hamlet in the theatre.",,,0,,,0,,,,,
183199,"Conscientious Objections: Stirring Up Trouble About Language, Technology and Education",Oakley Hall,"Hall, Oakley",Robert  Stone,1590171616,9.78159E+12,4,4.28,Science Fiction Book Club,Paperback,471,2005,1958,6/28/2016,10/18/2012,to-read,to-read (#1284),read,,,,1,,,0,,,,,
10480764,"The Age of Em: Work, Love and Life When Robots Rule the Earth",Tom Bingham,"Bingham, Tom",,014103453X,9.78014E+12,0,4.17,BALLANTINE BOOKS,Paperback,224,2011,2010,,6/29/2016,"history, non-fiction","history (#8), non-fiction (#106)",to-read,,,,0,,,0,,,,,
11106683,Die Ausgewanderten,Derek Parfit,"Parfit, Derek",,199265925,9.7802E+12,0,4.27,Cambridge University Press,Hardcover,1440,2011,2011,,6/24/2016,to-read,to-read (#1283),to-read,,,,0,,,0,,,,,
18909195,Slimer,Jean Ziegler,"Ziegler, Jean",Hainer Kober,,,0,4.29,Penguin,Kindle Edition,321,2012,2011,,1/6/2015,to-read,to-read (#1282),to-read,"<blockquote><br/>Whereas most men choose to become sailors because they like the sea, Ryuji had been guided by an antipathy to land.<br/></blockquote>",,,0,,,0,,,,,
11438,Pragmatism: A New Name for Some Old Ways of Thinking,Raymond Carver,"Carver, Raymond",,679723056,9.78068E+12,5,4.18,Allen Lane,Paperback,159,1989,1981,6/16/2016,6/9/2016,to-read,to-read (#1281),read,Giving up on this for now - I'm not the target audience,,,1,,,0,,,,,
97084,The Seven Beauties of Science Fiction,Paul Neilan,"Neilan, Paul",,312351747,9.78031E+12,3,3.79,Springer,Hardcover,240,2006,2006,6/13/2016,6/13/2016,to-read,to-read (#1280),read,,,,1,,,0,,,,,
219376,Hume: An Intellectual Biography,Harlan Ellison,"Ellison, Harlan",,739462288,9.78074E+12,2,4.17,Suhrkamp,Hardcover,288,2006,1975,6/12/2016,6/12/2016,to-read,to-read (#1279),read,,,,1,,,0,,,,,
7493,Writing Scientific Research Articles,Joseph J. Ellis,"Ellis, Joseph J.",,375705244,9.78038E+12,0,3.92,"Scientific American / Farrar, Straus and Giroux",Paperback,290,2002,2000,,6/11/2016,to-read,to-read (#1278),to-read,,,,0,,,0,,,,,
5542668,Programming: Principles and Practice Using C++,Michal Biran,"Biran, Michal",,521066026,9.78052E+12,0,4.71,Trafalgar Square Publishing,Paperback,300,2008,2005,,6/10/2016,"on-death, on-living, autobiography","on-death (#5), on-living (#9), autobiography (#17)",to-read,"Very short collection of five essays around morality - two stand out in particular. The first essay ""Reflections on War"" tries to update Clausewitz's teachings with modern warfare. Eco ""updates"" the model of information flow in wartime, since nowadays it's not two big sources of information anymore. Instead, Eco models this flow as a neural network, where each interested party is a node in a network, with its own interests and impact on the entire network (machine learning says hi). This is a very interesting model - I can't even name all parties who have boots on the ground in Syria, let alone all the international parties who have vested interests. <br/><br/>This structure makes the patterns, shifts, outcomes of the conflict hard to impossible to predict, which is very different from what Clausewitz taught. It's especially fun when you've had some experience with Artificial Neural Networks, which have the same underlying model, but that one is used for training or pattern matching.<br/><br/>The last essay on internationalism and multi-culturalism is great, and I can really feel what a loss Eco's death meant for modern European thought in times of a profound shift to the right:<br/><br/><blockquote><br/>The most dangerous form of intolerance is precisely the kind that arises in the absence of any doctrine, fueled by elemental drives. This is why it cannot be criticized or curbed by rational argument. The theoretical foundations of <i>Mein Kampf</i> can be confuted by a battery of fairly simple arguments, but if the ideas proposed in it have survived and continue to survive all objections, it is because they are founded on uncontrolled intolerance, which is immune to all criticism.<br/></blockquote><br/><br/>The other three essays are less interesting: how to define fascism, and trying to define what all fascist movements have in common (""Ur-Fascism"") - how the Italian press has developed, with some interesting reflections that fit to all all media (""On The Press"") - how morality can develop without a religion (""When the Other Appears on the Scene"").",,,0,,,0,,,,,
2166088,King Lear,Judith Herrin,"Herrin, Judith",,713999977,9.78071E+12,0,3.87,Princeton University Press,Hardcover,416,2007,2006,,6/10/2016,to-read,to-read (#1277),to-read,,,,0,,,0,,,,,
8675283,Hamlet,Norman Davies,"Davies, Norman",,1846143381,9.78185E+12,4,3.88,W. W. Norton  Company,Hardcover,789,2011,2011,6/10/2016,4/27/2016,to-read,to-read (#1276),read,,,,1,,,0,,,,,
26718064,The Internet of Us: Knowing More and Understanding Less in the Age of Big Data,Ken Ono,"Ono, Ken",Amir D. Aczel,3319255665,9.78332E+12,0,4.09,Random House,Hardcover,238,2016,2016,,6/9/2016,"germany, autobiography, essays","germany (#22), autobiography (#19), essays (#17)",to-read,,,,0,,,0,,,,,
372373,Dune Messiah (Dune Chronicles #2),Uwe Johnson,"Johnson, Uwe",,3518397206,9.78352E+12,0,4.45,Vintage,Paperback,1703,2000,1970,,6/9/2016,"horror, body-horror","horror (#9), body-horror (#1)",to-read,,,,0,,,0,,,,,
13166639,Soft Skills: The Software Developer's Life Manual,Daniel Chamovitz,"Chamovitz, Daniel",,374288739,9.78037E+12,0,3.99,Oxford University Press,Hardcover,177,2012,2012,,6/6/2016,to-read,to-read (#1275),to-read,"It's always surprising how brutal and bloody Greek tragedies are <br/>(but: never nihilistic! The one who wrongs will be pursued by the Gods, and usually the entire bloodline is cursed)<br/><br/>Medea: <br/>Medea is angry that her husband Jason is taking a new wife, he wants to ban her from the city as she's dangerous, she plans revenge and murders the new wife as well as her own children - since that will hurt her husband more. She survives and escapes the city with the bodies of the children.<br/><br/>Hecabe: <br/>Ex-queen of Troy, now slave, has to watch as her daughter is sacrificed by the Greeks looking for good omens to return; she also learns that her son was murdered earlier by a trusted friend, so she plots revenge on Polymestor, and traps him with her friends - they stab out his eyes and murder his children. Agamemnon sends the blind Polymestor away without more bloodshed: after all, he murdered his guest, it was his fault.<br/><br/><blockquote><br/>O stately royal palace! O once happy home!<br/>O Priam, famed for boundless treasures; famed as father,<br/>And I as aged mother, of children without peer! How we have come to nothing, stripped of our old pride!<br/>And we – we paltry humans – swell with arrogance,<br/>One for the wealth and luxury of his house, another<br/>Because the citizens all call him a great man!<br/>Such things mean nothing; careful schemes, the eloquence<br/>Of boasters – all nothing! The man who day by day<br/>Lives on, escaping misery – he is happiest.<br/></blockquote><br/><br/>Electra:<br/>Former princess, now married away to a commoner after an usurper conspired with her mother to kill the king Agamemnon and take over the throne (it's also revenge of the mother for the earlier sacrifice of Iphigenia by Agamemnon at the start of the Trojan War - the same Iphigenia who survived in Goethe's play [b:Iphigenia in Tauris, a Tragedy|1372312|Iphigenia in Tauris, a Tragedy|Johann Wolfgang von Goethe|https://d.gr-assets.com/books/1183056278s/1372312.jpg|2238325]). Electra waits for her brother Orestes (the one who later shows up in [b:The Oresteia|1519|The Oresteia|Aeschylus|https://d.gr-assets.com/books/1391822282s/1519.jpg|2378]), who traps the king and murders him, and both murder their mother. They suffer from their great crime of matricide, Orestes is instructed to leave and purge his soul (in a few sentences the story of the Oresteia is foretold).<br/><br/>Heracles:<br/>Yet another usurper, yet another family in peril while the man (here Heracles) is away on adventures. Before the new king can murder the family (after all, young kids are future usurpers!) Heracles appears and kills the king. Since this is a Greek tragedy happy endings are not a good thing - so Madness personified has to appear (some old bloodlines curse or whatevs), Heracles turns mad and kills his sons and wife in a frenzy. His mind returns, and Theseus leads the broken man away.<br/><br/>I need to read more Greek tragedies!",,,0,,,0,,,,,
2518075,The Challenge of Things: Thinking Through Troubled Times,Harold Acton,"Acton, Harold",,241113733,9.78024E+12,0,3.81,Fischer,Paperback,415,1985,2008,,6/3/2016,to-read,to-read (#1274),to-read,,,,0,,,0,,,,,
163233,The Sailor Who Fell from Grace with the Sea,Andreas Wagner,"Wagner, Andreas",,691122407,9.78069E+12,0,4.25,Bart Books,Hardcover,368,2005,2005,,6/1/2016,to-read,to-read (#1273),to-read,,,,0,,,0,,,,,
26530320,"Nietzsche: Philosopher, Psychologist, Antichrist",Mary Roach,"Roach, Mary",,393245446,9.78039E+12,0,3.95,Dover Publications,Hardcover,285,2016,2016,,6/1/2016,"non-fiction, science","non-fiction (#104), science (#2)",to-read,,,,0,,,0,,,,,
25899336,Pumpkinflowers: A Soldier's Story of a Forgotten War,Paul Kalanithi,"Kalanithi, Paul",,,,2,4.35,Wesleyan,Kindle Edition,208,2016,2016,1/23/2016,1/10/2016,to-read,to-read (#1272),read,"This is the book Nietzsche called the best book in the German language,  the Conversations with Goethe of Eckermann, three books that Eckermann compiled from notes and diaries detailing their almost daily discussions during the last few years of Goethe's life -<br/><br/>For me, the first two books out of three are too direct, too fawning, Eckermann was clearly loving Goethe, and some of that feeling is reciprocated. Goethe complains about how some contemporary writer is bad in this or that way, then Eckermann comes up with an example of how Goethe did that thing much better in one of his plays, and then both vehemently agree for a page or two.<br/><br/>You have to see it this way: a young, self-taught guy from a poor background who has never finished any schooling or higher degree, who yearns for a career in the arts meets a famous man at the end of his life, a man whose time in the mainstream is over, who is maybe yearning for some attention from the younger German generations. The third book is much better, written a few years after Goethe's death, there's more distance between Eckermann and Goethe which leads to a cooler description of what was going on. The first two books spend so much time on Eckermann and Goethe agreeing that I'm surprised there's no slash fiction out there.<br/><br/>Some notes:<br/><br/>- Goethe's theory of color keeps on appearing over and over again (tl;dr: light doesn't consist of all colors, but colors appear when darkness and light mix) - Goethe was very angry that the ""crowning achievement of his life"" was being ignored by the mainstream. There are some fun implications for philosophy of science, and general crank-ism in there. A good theory doesn't <i>explain</i> phenomena, it <i>predicts</i> them; when Goethe's theory's predictions failed, he explained these failures away by saying that the eye is subjective, it ""wants to see what it sees"". Only a few pages later he complains about how no-one wants to ""let go"" of Newton's theory of color, but he couldn't do that with his own theory... [b:Goethe - Kunstwerk des Lebens|18454810|Goethe - Kunstwerk des Lebens|Rüdiger Safranski|https://d.gr-assets.com/books/1378228650s/18454810.jpg|26100930] states that Goethe was gifted a prism which would have dispelled his theory, but there's not a word about it here. The other scientific research, for example into the metamorphosis of plants, worked out better - his methods and concepts like homology vs. analogy are still in use.<br/><br/>- It's interesting how often <a href=""http://the-toast.net/2016/04/19/portraits-of-lord-byron-in-order-of-lord-byron-ness/"">Lord Byron</a> appears - nowadays probably more known as the father of Ada Lovelace, one of the pioneers of computing. Goethe was immensely impressed with Byron, and he discusses Byron's successes and failures over and over again, the most discussed artist here. Schiller appears often too, for obvious reasons.<br/><br/>- I was easily lost in discussions between Eckermann and Goethe about their contemporary literature, much of which has been forgotten - have you ever read anything by August Hagen? Or August von Kotzebue, Friedrich August Wolf, Johann Gottfried Herder, St. Schütze (and many similar ones)? Me neither!<br/><br/>- You get a ""making of"" of Faust 2, which Goethe finished with Eckermann's help in the last few years of his life, including some insights into what Goethe thought about certain elements of the play (there's no specific symbolism behind the names of the characters Baucis and Philemon, just that their situation is vaguely similar to the characters in Ovid's writing), or how much Goethe owed to the Greeks, he kept on returning to Greek drama his entire life.<br/><br/>- It's also interesting how extremely confident Goethe was. Sometimes, that worked out immensely in his favor, you can't just write that many poems, plays, novels, and publish in several sciences without believing in what you're doing. In other times it didn't help - it doesn't look like he could admit errors (theory of colors, again). I wish I could be this much into my own work!<br/><br/>- lots and lots of interesting thoughts on arts, and on his work, the role of Germany, too much to fit in here. Goethe spent his whole life trying to perfect his life, his outlook and his personality, this gave me the first insight into why he's such a revered personality in Germany, and why Nietzsche loved him so much: Goethe was someone who never stopped improving himself. Goethe's personal philosophy of life and religion still has a lot to offer.<br/><br/>Anyway, once you get past all the fawning there are some extremely interesting thoughts and concept to be found here, and I really got to understand why Goethe is still such a towering figure in German culture.",,,1,,,0,,,,,
96444,Been Down So Long It Looks Like Up To Me,Neil Postman,"Postman, Neil",,067973421X,9.78068E+12,0,4.1,Cambridge University Press,Paperback,201,1992,1988,,5/31/2016,"great-britain, play","great-britain (#6), play (#9)",to-read,,,,0,,,0,,,,,
26831944,Out of Sheer Rage: Wrestling With D.H. Lawrence,Robin Hanson,"Hanson, Robin",,198754620,9.7802E+12,0,3.45,Wiley-Blackwell,Hardcover,368,2016,2016,,5/28/2016,"play, great-britain","play (#8), great-britain (#5)",to-read,,,,0,,,0,,,,,
386679,Five Moral Pieces,W.G. Sebald,"Sebald, W.G.",,359612056X,9.7836E+12,4,4.17,Addison-Wesley Professional,Paperback,354,2002,1992,5/27/2016,5/27/2016,to-read,to-read (#1271),read,,,,1,,,0,,,,,
11610996,The Heike Story: A Modern Translation of the Classic Tale of Love and War,Harry Adam Knight,"Knight, Harry Adam",Leroy Kettle,1557850763,9.78156E+12,3,3.58,Palgrave Macmillan,Paperback,156,1989,1983,5/24/2016,5/24/2016,,,read,"<blockquote><br/>Still it's chanting, beating deep so deep in the heart<br/>this dirge of the Furies, oh dear god,<br/>not fit for the lyre, its own master<br/>it kills our spirits<br/>kills our hopes<br/>and it's real, true, no fantasy-<br/>stark terror whirls the brain <br/>and the end is coming<br/>Justice comes to birth-<br/>I pray my fears prove false and fall<br/>and die and never come to birth!<br/></blockquote>",,,1,,,0,,,,,
681508,God's Chinese Son: The Taiping Heavenly Kingdom of Hong Xiuquan,William  James,"James, William",,486282708,9.78049E+12,0,3.9,Macmillan,Paperback,116,1995,1907,,5/23/2016,"non-fiction, programming, on-living","non-fiction (#103), programming (#13), on-living (#10)",to-read,,,,0,,,0,,,,,
5925031,Zero K,Istvan Csicsery-Ronay Jr.,"Jr., Istvan Csicsery-Ronay",,819568899,9.78082E+12,0,4.12,Liveright,Hardcover,323,2008,2008,,5/23/2016,to-read,to-read (#1270),to-read,,,,0,,,0,,,,,
26722059,Preparation for the Next Life,James A.   Harris,"Harris, James A.",,521837251,9.78052E+12,0,4.11,Ace Books,Hardcover,633,2015,2015,,5/20/2016,japan,japan (#15),to-read,"Thanks to Sebastian Raschka's <a href=""https://www.goodreads.com/review/show/1605946567?book_show_action=false"">review</a> I found out about this (<a href=""http://www.oreilly.com/programming/free/how-to-make-mistakes-in-python.csp"">link</a>), a short book detailing some of the things that can go wrong in the life of a regular Python programmer according to the book's author. It starts with ""these are the things that you <i>should</i> do (use Ipython/Jupyter, use virtualenv etc.) and then goes to all the things that went wrong in the author's <s>life</s>experience with Python - forgetting to return values at the end of functions, weird monkeypatching that always goes wrong in a weird hard-to-debug spot at the worst time possible, not testing, too broad exception catching etc.<br/><br/>(Side-note: This is one of the reasons why I like Go - the Go compiler doesn't compile your code when something's off, about 25-40% of the problems in this book are impossible. You'll just have to deal with other problems...)<br/><br/>It's a very short read, you can read it in an afternoon. Of course it's subjective - a lot of my work with Python involves parsing files so I run into other problems, like assuming that the string numbers in the file somehow magically become floats, then doing maths with them, and 3*""123"" becomes ""123123123"" instead of 369, or accidentally checking whether ""1"" > 9 (this is True in Python 2). <br/><br/>Recommended for: new Python programmers who've just finished their introductory course and want some ""old-timer experience""; advanced Python programmers seeking to hone their craft, expert Python programmers who like to nod and stroke their big, white, bushy beard while saying ""ah yes, I remember"" while staring into the distance.",,,0,,,0,,,,,
7403285,Medea and Other Plays,Margaret Cargill,"Cargill, Margaret",Patrick O'Connor,1405186194,9.78141E+12,3,3.86,Manning Publications,Paperback,173,2009,2009,5/18/2016,5/5/2016,did-not-finish,did-not-finish (#4),read,"Short, good, concise primer into the Go programming language up to and including channels. Due to the tiny length you won't find anything here that you can't find anywhere else, but it's clear and free!",,,1,,,0,,,,,
22500735,Imagine Me Gone,Bjarne Stroustrup,"Stroustrup, Bjarne",,133796744,9.78013E+12,0,4.18,Bloomsbury USA,ebook,1312,2014,2008,,5/15/2016,to-read,to-read (#1269),to-read,,,,0,,,0,,,,,
7214843,Life Against Death: The Psychoanalytical Meaning of History,William Shakespeare,"Shakespeare, William","Jonathan Bate, Eric Rasmussen",230576141,9.78023E+12,5,3.9,Vintage,Paperback,234,2009,1606,5/14/2016,5/14/2016,to-read,to-read (#1268),read,"(English title: ""Man's Search For Meaning"", much more snappy than the unwieldy German title: ""... still saying Yes to life. A psychologist experiences a concentration camp"" - one reason why it's so much more popular in the English-speaking world) <br/><br/>Many extremely interesting observations on what the experience of such a camp does to your inner life, and how to find a philosophy which lets you survive such an experience, in short: they can cut you down to the last piece, but they cannot take your decision on how you are going to react to your situation. We have to learn to ask of life what it wants of us, not what we can ask of life - you have to learn how to bear responsibility for the questions and tasks that life asks of you. It all ties nicely into [b:At The Existentialist Café|25658482|At The Existentialist Café  Freedom, Being, and apricot cocktails with  Jean-Paul Sartre, Simone de Beauvoir, Albert Camus, Martin Heidegger, Edmund Husserl, Karl Jaspers, Maurice Merleau-Ponty and others|Sarah Bakewell|https://d.gr-assets.com/books/1456742264s/25658482.jpg|45480464].<br/><br/><blockquote><br/>[Der Mensch] ist das Wesen, das immer entscheidet, was es ist. Er ist das Wesen, das die Gaskammern erfunden hat; aber zugleich ist er auch das Wesen, das in die Gaskammern gegangen ist aufrecht und ein Gebet auf den Lippen.<br/></blockquote><br/><br/>(rough translation: ""Man is the creature which always decides what it is. He is the creature that invented the gas chambers; but at the same time he is the creature who walked upright into the gas chambers with a prayer on his lips."")",,,1,,,0,,,,,
5059649,The Technological Society,William Shakespeare,"Shakespeare, William","Eric Rasmussen, Jonathan Bate",230217869,9.78023E+12,5,4.01,Princeton University Press,Hardcover,245,2008,1603,5/12/2016,5/12/2016,to-read,to-read (#1267),read,,,,1,,,0,,,,,
25622834,Gespräche mit Goethe (Erweiterte Fassung),Michael P. Lynch,"Lynch, Michael P.",,871406616,9.78087E+12,0,3.44,Algonquin Books,Hardcover,256,2016,2016,,5/7/2016,"essays, essay, italy, non-fiction","essays (#16), essay (#4), italy (#7), non-fiction (#102)",to-read,,,,0,,,0,,,,,
106,Becoming Fluent: How Cognitive Science Can Help Adults Learn a Foreign Language,Frank Herbert,"Herbert, Frank",,441172695,9.78044E+12,0,3.88,Penguin Classics,Mass Market Paperback,331,1987,1969,,3/22/2012,to-read,to-read (#369),read,,,,1,,,0,,,,,
23232941,The Informed Parent: A Science-Based Resource for Your Child's First Four Years,John Z. Sonmez,"Sonmez, John Z.",,,9.78162E+12,4,3.92,North Point Press,Paperback,470,,2014,5/5/2016,3/27/2016,to-read,to-read (#1266),read,,,,1,,,0,,,,,
28216801,Memoirs of a Midget,A.C. Grayling,"Grayling, A.C.",,,,0,3.66,Mariner Books,Kindle Edition,321,2015,2015,,5/5/2016,to-read,to-read (#1265),to-read,"<blockquote><br/>Ideas are interesting, but people are vastly more so.<br/></blockquote><br/><br/>A history in characters of existentialism, with a focus on Heidegger, Merleau-Ponty, Sartre and de Beauvoir. It's clearly aimed at non-philosophers - it's partially autobiographical, irreverent, honest, I'm jealous of Bakewell's effortless lively style, she has got the best explanations of phenomenology and existentialism I've come across. One aim of hers is to reintroduce existentialism to the ""modern"" reader: here was a generation of people who were obsessed with the anguish of choice, with authenticity and ""acting in bad faith"" as a reaction to societal forces. These themes have completely disappeared from modern popular discourse - irony and cynicism are certainly more popular.<br/><br/>I feel that the addition of Heidegger's recently published (and AFAIK not yet translated?)  <href=""https://en.wikipedia.org/wiki/Black_Notebooks"">Black Notebooks</a> would have enormously helped in Bakewell's assessment of Heidegger's character - there's more Nazism and antisemitism in Heidegger's ""private but slated for publication in some faraway future"" post-WW2 thought than was previously thought. Another minor thing is that the book noticeably loses focus and energy in the last few chapters, the chapter about Havel could have either been 2 or 3 chapters, or cut completely.<br/><br/>Bonus quote:<br/><br/><blockquote><br/>Heidegger, who admired Celan's work, tried to make him feel welcome in Freiburg. He even asked a book-dealer friend to go around all the bookshops in the city making sure they put Celan titles in their windows so the poet would see them as he walked through town. This is a touching story, especially as it is the single documented example I have come across of Heidegger actually doing something nice.<br/></blockquote>",,,0,,,0,,,,,
162332,"The Oresteia: Agamemnon, The Libation Bearers, The Eumenides",Yukio Mishima,"Mishima, Yukio",John Nathan,679750150,9.78068E+12,4,3.89,Tuttle Publishing,Paperback,181,1994,1963,5/4/2016,5/4/2016,to-read,to-read (#1264),read,,,,1,,,0,,,,,
162022,A Life of Sir Francis Galton: From African Exploration to the Birth of Eugenics,Walter Kaufmann,"Kaufmann, Walter",,691019835,9.78069E+12,0,4.21,W. W. Norton  Company,Paperback,532,1974,1950,5/4/2016,5/5/2015,"greece, tragedy, play","greece (#5), tragedy (#2), play (#7)",read,,,,1,,,0,,,,,
25810629,Neural Networks and Deep Learning,Matti Friedman,"Friedman, Matti",,1616204583,9.78162E+12,0,4.01,Scribner,Hardcover,256,2016,2016,,5/3/2016,to-read,to-read (#1263),to-read,,,,0,,,0,,,,,
418,How to Make Mistakes in Python,Richard Fariña,"Fariña, Richard",Thomas Pynchon,140189300,9.78014E+12,0,3.8,Tyrant Books,Paperback,352,1996,1966,,4/30/2016,to-read,to-read (#1262),to-read,,,,0,,,0,,,,,
49423,The Little Go Book,Geoff Dyer,"Dyer, Geoff",,865475407,9.78087E+12,0,4.01,Penguin Books,Paperback,256,1999,1997,,4/30/2016,to-read,to-read (#1261),to-read,"Can you call this Gnostic horror? Horror that doesn't use violence, or monsters, but that proposes that reality is in essence a fraud, it's just a thin thread of the everyday, below which shadows lurk.<br/><br/>A recollection of two earlier published books of stories by Ligotti, both are somewhere in the middle between H. P. Lovecraft and Bruno Schulz, less definite than the first, darker than the latter. <br/><br/>Many of the stories have a Lovecraft-like structure: a ""final"" letter  or diary is found from someone who has disappeared, then the narrative switches over to the letter, which details how the missing person has walked down the wrong alley, or talked to the wrong person, or looked into the wrong direction - reality lifts its veil, the ""madness of things"" appears. Puppets, dreams, madness, impossible architectures. Usually, a narrow escape is possible only for the horror to return in dreams, then finally the horror seeps into reality (or just casts aside reality?) to whisk our poor narrator away. <br/><br/><blockquote><br/>Why should there not be something buried deep within appearances, something that wears a mask to hide itself behind the visibility of nature?<br/></blockquote><br/><br/>This is best consumed in small portions, at some point the earthly language may lead to fatigue - fans of more ""conventional"" horror may be turned away by the lack of conclusion or standard tropes.<br/><br/>There's a little ""bonus"" in the middle of small essays by a ""Professor Nobody"" on horror in fiction, quote:<br/><br/><blockquote><br/>While horror may make us squirm or quake, it will not make us cry at the pity of things. The vampire may symbolize our horror of both life and death, but none of us has ever been uprooted by a symbol. [...] By means of supernatural horror we may pull our own strings of fate without collapsing - natural-born puppets whose lips are painted with our own blood.<br/></blockquote><br/><br/>You can see where [b:The Conspiracy Against the Human Race: A Contrivance of Horror|16307661|The Conspiracy Against the Human Race  A Contrivance of Horror|Thomas Ligotti|https://d.gr-assets.com/books/1355905057s/16307661.jpg|2696709] started!<br/><br/>P.S: What an amazing cover!",,,0,,,0,,,,,
10515,The Human Web: A Bird's-Eye View of World History,Umberto Eco,"Eco, Umberto",Alastair McEwen,156013258,9.78016E+12,3,3.82,"Little, Brown and Company",Paperback,128,2002,1997,4/29/2016,4/30/2016,"non-fiction, germany","non-fiction (#100), germany (#21)",read,,,,1,,,0,,,,,
